Python  : 3.12.11
PyTorch : 2.8.0+cu128

Mon Mar 23 09:06:04 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.126.09             Driver Version: 580.126.09     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:00:05.0 Off |                    0 |
| N/A   33C    P0             57W /  400W |       6MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

  micro batch : 64 × 2048 = 131,072 tokens
  total batch : 524,288 tokens  (grad accum = 4)
  total steps : 1500
  warmup      : 100 steps  →  hold  →  linear warmdown
  optimizer   : Muon lr=0.02 wd=0.01  |  AdamW lr=0.006 wd=0.1

GPTConfig(vocab_size=50304, num_layers=12, num_heads=12, model_dim=768, max_seq_len=2048, logit_softcap=30.0)
params      : 123,568,128  (123.6M total, 84.9M non-embedding)
model vram  : 0.54 GB
compiling   : torch.compile(dynamic=True) ...
train data  : 5,000,000,000 tokens across 50 shards

  [step    0/1500]  loss=11.0148  |      9,201 tok/s  |  step_ms=56981  |  MFU=0.0%  |  mem=76.3GB  |  gnorm=6.971
  [step  353/1500]  loss=4.1225  |    201,448 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.597
  [step  354/1500]  loss=4.1260  |    202,040 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.527
  [step  355/1500]  loss=4.1467  |    202,272 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.517
  [step  356/1500]  loss=4.1468  |    201,448 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.576
  [step  357/1500]  loss=4.1231  |    201,833 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.601
  [step  358/1500]  loss=4.1638  |    201,891 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.606
  [step  359/1500]  loss=4.1315  |    202,627 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.583
  [step  360/1500]  loss=4.1399  |    201,997 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.588
  [step  361/1500]  loss=4.0759  |    202,140 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.574
  [step  362/1500]  loss=4.1158  |    201,345 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.605
  [step  363/1500]  loss=4.1323  |    201,774 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.596
  [step  364/1500]  loss=4.1382  |    203,074 tok/s  |  step_ms=2582  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.615
  [step  365/1500]  loss=4.1478  |    202,173 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.627
  [step  366/1500]  loss=4.1321  |    201,689 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.563
  [step  367/1500]  loss=4.1534  |    202,403 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.554
  [step  368/1500]  loss=4.1217  |    202,048 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.587
  [step  369/1500]  loss=4.1398  |    202,479 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.554
  [step  370/1500]  loss=4.0656  |    200,964 tok/s  |  step_ms=2609  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.528
  [step  371/1500]  loss=4.1098  |    201,660 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.525
  [step  372/1500]  loss=4.1025  |    202,205 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.537
  [step  373/1500]  loss=4.0602  |    202,256 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.566
  [step  374/1500]  loss=4.1372  |    202,087 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.580
  [step  375/1500]  loss=4.0849  |    201,988 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.577
  [val   375/1500]  val_loss=4.0915  |  best=4.0915  |  avg_ms=2595
  [step  376/1500]  loss=4.1147  |    202,093 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.587
  [step  377/1500]  loss=4.0944  |    202,192 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.532
  [step  378/1500]  loss=4.0959  |    201,436 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.530
  [step  379/1500]  loss=4.1045  |    201,478 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.535
  [step  380/1500]  loss=4.0954  |    202,003 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.533
  [step  381/1500]  loss=4.1085  |    201,573 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.548
  [step  382/1500]  loss=4.1130  |    202,102 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.525
  [step  383/1500]  loss=4.0796  |    201,641 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.521
  [step  384/1500]  loss=4.0922  |    202,261 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.559
  [step  385/1500]  loss=4.0679  |    202,240 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.615
  [step  386/1500]  loss=4.1166  |    202,201 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.664
  [step  387/1500]  loss=4.0861  |    201,716 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.632
  [step  388/1500]  loss=4.0707  |    201,788 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.593
  [step  389/1500]  loss=4.0366  |    201,959 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.539
  [step  390/1500]  loss=4.0692  |    201,673 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.525
  [step  391/1500]  loss=4.0688  |    202,032 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.545
  [step  392/1500]  loss=4.0865  |    201,730 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.603
  [step  393/1500]  loss=4.0863  |    201,811 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.617
  [step  394/1500]  loss=4.0378  |    202,057 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.527
  [step  395/1500]  loss=4.1089  |    201,951 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.551
  [step  396/1500]  loss=4.0417  |    202,022 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.537
  [step  397/1500]  loss=4.0503  |    202,114 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.548
  [step  398/1500]  loss=4.0312  |    202,474 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.577
  [step  399/1500]  loss=4.0543  |    201,575 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.608
  [step  400/1500]  loss=4.0864  |    202,604 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.591
  [step  401/1500]  loss=4.0742  |    201,561 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.591
  [step  402/1500]  loss=4.0345  |    201,370 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.580
  [step  403/1500]  loss=4.0866  |    202,008 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.571
  [step  404/1500]  loss=4.0448  |    201,595 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.566
  [step  405/1500]  loss=4.0691  |    202,068 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.627
  [step  406/1500]  loss=4.0090  |    201,797 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.596
  [step  407/1500]  loss=4.0687  |    201,686 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.552
  [step  408/1500]  loss=4.0296  |    201,676 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.534
  [step  409/1500]  loss=3.9993  |    201,631 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.560
  [step  410/1500]  loss=4.0336  |    201,783 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.586
  [step  411/1500]  loss=4.0631  |    202,117 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.594
  [step  412/1500]  loss=4.0125  |    202,110 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.591
  [step  413/1500]  loss=4.0113  |    202,390 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.574
  [step  414/1500]  loss=4.0531  |    201,012 tok/s  |  step_ms=2608  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.590
  [step  415/1500]  loss=4.0505  |    202,473 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.597
  [step  416/1500]  loss=3.9753  |    202,112 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.568
  [step  417/1500]  loss=4.0142  |    201,541 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.584
  [step  418/1500]  loss=4.0510  |    201,967 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.613
  [step  419/1500]  loss=3.9906  |    201,930 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.571
  [step  420/1500]  loss=4.0301  |    201,776 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.582
  [step  421/1500]  loss=4.0526  |    202,722 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.546
  [step  422/1500]  loss=4.0423  |    201,650 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.524
  [step  423/1500]  loss=3.9827  |    201,177 tok/s  |  step_ms=2606  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.560
  [step  424/1500]  loss=4.0241  |    201,608 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.558
  [step  425/1500]  loss=4.0499  |    201,881 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.595
  [step  426/1500]  loss=4.0150  |    201,615 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.628
  [step  427/1500]  loss=4.0058  |    201,252 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.582
  [step  428/1500]  loss=4.0666  |    201,477 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.521
  [step  429/1500]  loss=4.0143  |    202,390 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.532
  [step  430/1500]  loss=3.9937  |    201,249 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.611
  [step  431/1500]  loss=4.0045  |    202,178 tok/s  |  step_ms=2593  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.629
  [step  432/1500]  loss=4.0106  |    202,228 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.628
  [step  433/1500]  loss=3.9895  |    201,414 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.569
  [step  434/1500]  loss=3.9996  |    201,288 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.534
  [step  435/1500]  loss=4.0154  |    201,953 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.531
  [step  436/1500]  loss=4.0068  |    202,101 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.543
  [step  437/1500]  loss=3.9750  |    201,656 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.574
  [step  438/1500]  loss=4.0035  |    201,548 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.575
  [step  439/1500]  loss=4.0028  |    201,770 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.596
  [step  440/1500]  loss=3.9832  |    202,192 tok/s  |  step_ms=2593  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.552
  [step  441/1500]  loss=3.9533  |    200,603 tok/s  |  step_ms=2614  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.573
  [step  442/1500]  loss=3.9744  |    202,422 tok/s  |  step_ms=2590  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.540
  [step  443/1500]  loss=3.9852  |    202,351 tok/s  |  step_ms=2591  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.570
  [step  444/1500]  loss=4.0138  |    202,088 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.579
  [step  445/1500]  loss=3.9638  |    201,829 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.601
  [step  446/1500]  loss=4.0279  |    202,186 tok/s  |  step_ms=2593  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.622
  [step  447/1500]  loss=3.9863  |    201,746 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.601
  [step  448/1500]  loss=3.9408  |    201,636 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.565
  [step  449/1500]  loss=4.0026  |    201,981 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.527
  [step  450/1500]  loss=3.9954  |    202,026 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.537
  [step  451/1500]  loss=3.9967  |    201,832 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.605
  [step  452/1500]  loss=3.9965  |    201,497 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.642
  [step  453/1500]  loss=3.9643  |    201,987 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.579
  [step  454/1500]  loss=3.9677  |    201,901 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.598
  [step  455/1500]  loss=3.9730  |    201,999 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.552
  [step  456/1500]  loss=3.9712  |    201,776 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.520
  [step  457/1500]  loss=3.9854  |    202,492 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.560
  [step  458/1500]  loss=3.9632  |    202,618 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.595
  [step  459/1500]  loss=3.9527  |    201,579 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.591
  [step  460/1500]  loss=3.9659  |    201,864 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.568
  [step  461/1500]  loss=3.9479  |    202,377 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.531
  [step  462/1500]  loss=3.9419  |    201,627 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.523
  [step  463/1500]  loss=3.9247  |    201,882 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.531
  [step  464/1500]  loss=3.9771  |    202,439 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.551
  [step  465/1500]  loss=3.9966  |    201,681 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.548
  [step  466/1500]  loss=3.9640  |    201,966 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.539
  [step  467/1500]  loss=3.9347  |    201,525 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.512
  [step  468/1500]  loss=3.9799  |    202,337 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.519
  [step  469/1500]  loss=3.9436  |    202,024 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.559
  [step  470/1500]  loss=3.9244  |    202,000 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.581
  [step  471/1500]  loss=3.9632  |    201,991 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.555
  [step  472/1500]  loss=4.0162  |    202,555 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.551
  [step  473/1500]  loss=3.9327  |    202,639 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.516
  [step  474/1500]  loss=3.9307  |    201,860 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.547
  [step  475/1500]  loss=3.9346  |    202,331 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.541
  [step  476/1500]  loss=3.9697  |    201,727 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.555
  [step  477/1500]  loss=3.9168  |    202,093 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.537
  [step  478/1500]  loss=3.9360  |    201,536 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.534
  [step  479/1500]  loss=3.9718  |    202,127 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.553
  [step  480/1500]  loss=3.9549  |    202,164 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.583
  [step  481/1500]  loss=3.9266  |    201,258 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.570
  [step  482/1500]  loss=3.9398  |    201,899 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.576
  [step  483/1500]  loss=3.9715  |    201,574 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.602
  [step  484/1500]  loss=3.9972  |    201,341 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.570
  [step  485/1500]  loss=3.8926  |    201,095 tok/s  |  step_ms=2607  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.579
  [step  486/1500]  loss=3.9411  |    202,106 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.576
  [step  487/1500]  loss=3.9673  |    202,426 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.580
  [step  488/1500]  loss=3.9286  |    202,310 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.572
  [step  489/1500]  loss=3.9494  |    201,809 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.555
  [step  490/1500]  loss=3.9414  |    201,980 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.521
  [step  491/1500]  loss=3.9819  |    201,976 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.516
  [step  492/1500]  loss=3.9397  |    202,096 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.499
  [step  493/1500]  loss=3.9541  |    201,489 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.564
  [step  494/1500]  loss=3.9430  |    202,082 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.594
  [step  495/1500]  loss=3.9506  |    202,076 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.600
  [step  496/1500]  loss=3.9119  |    200,964 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.604
  [step  497/1500]  loss=3.9679  |    201,217 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.591
  [step  498/1500]  loss=3.9540  |    202,300 tok/s  |  step_ms=2592  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.541
  [step  499/1500]  loss=3.9086  |    201,926 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.531
  [step  500/1500]  loss=3.9148  |    201,491 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.548
  [val   500/1500]  val_loss=3.9136  |  best=3.9136  |  avg_ms=2598
  [step  501/1500]  loss=3.9057  |    201,958 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.534
  [step  502/1500]  loss=3.9533  |    202,086 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.557
  [step  503/1500]  loss=3.9185  |    201,704 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.565
  [step  504/1500]  loss=3.9010  |    202,405 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.532
  [step  505/1500]  loss=3.9511  |    202,316 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.565
  [step  506/1500]  loss=3.9273  |    201,751 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.600
  [step  507/1500]  loss=3.8865  |    202,040 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.588
  [step  508/1500]  loss=3.9154  |    202,366 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.545
  [step  509/1500]  loss=3.9464  |    202,255 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.557
  [step  510/1500]  loss=3.9131  |    201,680 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.563
  [step  511/1500]  loss=3.8934  |    201,665 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.554
  [step  512/1500]  loss=3.9449  |    202,916 tok/s  |  step_ms=2584  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.528
  [step  513/1500]  loss=3.9034  |    202,400 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.552
  [step  514/1500]  loss=3.9064  |    201,907 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.600
  [step  515/1500]  loss=3.9111  |    202,018 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.562
  [step  516/1500]  loss=3.8927  |    202,180 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.555
  [step  517/1500]  loss=3.8870  |    202,413 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.529
  [step  518/1500]  loss=3.9088  |    202,236 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.545
  [step  519/1500]  loss=3.9108  |    201,793 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.529
  [step  520/1500]  loss=3.9027  |    202,103 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.554
  [step  521/1500]  loss=3.9024  |    202,108 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.565
  [step  522/1500]  loss=3.9134  |    201,077 tok/s  |  step_ms=2607  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.605
  [step  523/1500]  loss=3.8988  |    201,575 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.588
  [step  524/1500]  loss=3.9766  |    201,607 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.552
  [step  525/1500]  loss=3.9355  |    201,894 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.557
  [step  526/1500]  loss=3.9176  |    201,166 tok/s  |  step_ms=2606  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.572
  [step  527/1500]  loss=3.9455  |    201,738 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.541
  [step  528/1500]  loss=3.9162  |    201,470 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.566
  [step  529/1500]  loss=3.9246  |    201,356 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.631
  [step  530/1500]  loss=3.8802  |    202,341 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.603
  [step  531/1500]  loss=3.8972  |    202,310 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.546
  [step  532/1500]  loss=3.9000  |    201,419 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.558
  [step  533/1500]  loss=3.8710  |    201,934 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.553
